symbol,company_name,price,changes,volume,market_cap,pe_ratio,price_to_book,dividend_yield,return_on_equity,debt_to_equity,revenue_growth,profit_margin,sector,industry,beta,roce,promoter_holding,roe_3yr_avg,profit_growth_3yr,sales_growth_3yr,industry_pe,cash_flow,eps,eps_growth,book_value,face_value,rsi,macd,macd_signal,sma20,sma50,sma200,ema20,ema50,upper_band,lower_band,atr,stoch_k,stoch_d,obv,roc,williams_r,adx,fund_market_cap,fund_pe_ratio,fund_forward_pe,fund_eps,fund_eps_growth,fund_dividend_yield,fund_book_value,fund_pb_ratio,fund_roe,fund_roa,fund_debt_to_equity,fund_current_ratio,fund_quick_ratio,fund_operating_margin,fund_profit_margin,fund_revenue_growth,fund_industry,fund_sector,fund_52_week_high,fund_52_week_low,fund_beta,fund_target_price,fund_analyst_rating,fund_current_price,tech_open,tech_high,tech_low,tech_close,tech_volume,tech_dividends,tech_stock_splits,tech_sma20,tech_sma50,tech_sma200,tech_ema20,tech_ema50,tech_rsi,tech_macd_12_26_9,tech_macdh_12_26_9,tech_macds_12_26_9,tech_bbl_20_2.0,tech_bbm_20_2.0,tech_bbu_20_2.0,tech_bbb_20_2.0,tech_bbp_20_2.0,tech_atr,tech_stochk_14_3_3,tech_stochd_14_3_3,tech_obv,tech_roc,tech_willr,tech_adx_14,tech_dmp_14,tech_dmn_14,tech_std20,"fund_the_orb,_mumbai",error,fund_telangana,fund_andhra_pradesh,fund_karnataka,fund_tamil_nadu,fund_west_bengal,fund_maharashtra,fund_odisha,fund_chhattisgarh,fund_madhya_pradesh,fund_puducherry,fund_delhi,fund_key_services,fund_notable_projects,"fund_upcoming_hospitals[3]
model_town,_delhi","fund_model_town,_delhi",fund_faridabad_(new_hospital)
KALYANIFRG,Kalyani Forge Limited,502.0,"{'daily': 0.631451109139753, 'weekly': -5.274084642555352, 'monthly': -7.839179594290462}",943.0,1826275968.0,26.888056,2.116866,60.0,0.0,75.599,-1.7999999999999998,2.8970001,Consumer Cyclical,Auto Parts,-0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.67,20.200000000000003,237.143,0.0,39.47664498849559,-14.723894391520844,-15.636438529337635,521.7900009155273,558.7229992675781,564.6494096374512,522.6468133983241,554.0261296382827,552.052398682459,491.52760314859563,13.652101034132569,15.853273431269898,29.84582149621207,-148551.0,-7.788395024356887,-86.60287081339713,21.91067855394925,1826275968.0,26.888056,0.0,18.67,20.200000000000003,60.0,237.143,2.116866,0.0,0.0,75.599,0.0,0.0,8.093,2.8970001,-1.7999999999999998,Auto Parts,Consumer Cyclical,823.95,371.15,-0.299,0.0,none,502.0,502.0,502.0,499.0,502.0,943.0,0.0,0.0,521.7900009155273,558.7229992675781,564.6494096374512,522.6468133983241,554.0261296382827,39.47664498849559,-14.723894391520844,0.9125441378167913,-15.636438529337635,491.52760314859563,521.7900009155273,552.052398682459,11.599454843455652,0.17302655480339618,13.652101034132569,15.853273431269898,29.84582149621207,-148551.0,-7.788395024356887,-86.60287081339713,21.91067855394925,26.873411018565516,45.40749708545198,15.524282495537786,,,,,,,,,,,,,,,,,,
KAMATHOTEL,Kamat Hotels (I) Limited,253.0500030517578,"{'daily': 7.635047419070981, 'weekly': -2.8971615022751753, 'monthly': -20.51201564309839}",455726.0,7459939328.0,20.707855,3.0419784,0.0,0.0,89.153,28.799999999999997,10.557,Consumer Cyclical,Lodging,0.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.22,-43.1,83.186,0.0,39.50493624734125,-12.240383989911322,-3.3444631232794495,295.6125015258789,283.1786019897461,231.1755499267578,278.0535911949582,276.14262815690694,365.68539493928915,225.5396081124686,22.350022394072344,24.091326951483165,21.35182664410598,2456551.0,-26.331876840827416,-67.8339328146153,29.003865746423244,7459939328.0,20.707855,0.0,12.22,-43.1,0.0,83.186,3.0419784,0.0,0.0,89.153,0.0,0.0,35.399,10.557,28.799999999999997,Lodging,Consumer Cyclical,347.5,175.0,0.593,0.0,none,253.05,245.10000610351562,256.20001220703125,238.14999389648438,253.0500030517578,455726.0,0.0,0.0,295.6125015258789,283.1786019897461,231.1755499267578,278.0535911949582,276.14262815690694,39.50493624734125,-12.240383989911322,-8.895920866631872,-3.3444631232794495,225.5396081124686,295.6125015258789,365.68539493928915,47.40861299959323,0.19629840869411258,22.350022394072344,24.091326951483165,21.35182664410598,2456551.0,-26.331876840827416,-67.8339328146153,29.003865746423244,16.1797208986458,35.11748176931684,35.9466358550644,,,,,,,,,,,,,,,,,,
KAMDHENU,Kamdhenu Limited,26.459999084472656,"{'daily': 3.19812681101418, 'weekly': -9.072169286561826, 'monthly': -14.755160102986991}",4710201.0,7339554304.0,14.0,2.6089528,76.0,0.0,0.699,12.9,8.291,Basic Materials,Steel,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,9.0,10.142,0.0,34.56572198158704,-1.9373479288884283,-1.6570972906557617,29.95699987411499,33.36820011138916,46.896242418289184,29.6240579745608,33.482069579808,34.09585062647669,25.81814912175329,2.1697591550632915,13.806116965108282,14.631743878897154,8864149.0,-16.896988198280393,-85.53192810431655,21.819065606343173,7339554304.0,14.0,2.5941176,1.89,9.0,76.0,10.142,2.6089528,0.0,0.0,0.699,0.0,0.0,11.024999600000001,8.291,12.9,Steel,Basic Materials,67.3,25.1,1.86,0.0,none,26.46,27.989999771118164,27.989999771118164,25.950000762939453,26.459999084472656,4710201.0,0.0,0.0,29.95699987411499,33.36820011138916,46.896242418289184,29.6240579745608,33.482069579808,34.56572198158704,-1.9373479288884283,-0.2802506382326666,-1.6570972906557617,25.81814912175329,29.95699987411499,34.09585062647669,27.631944251787147,0.07753963613608385,2.1697591550632915,13.806116965108282,14.631743878897154,8864149.0,-16.896988198280393,-85.53192810431655,21.819065606343173,15.41505001603557,29.02818866723531,2.123185637217257,,,,,,,,,,,,,,,,,,
KAMOPAINTS,Kamdhenu Ventures Limited,9.949999809265137,"{'daily': 1.8423678921983002, 'weekly': 1.22075164283257, 'monthly': -12.872156367847046}",76694.0,3127832320.0,4.8536587,1.9305394,0.0,0.0,13.686,-6.4,3.3419999999999996,Basic Materials,Steel,1.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,-53.800000000000004,5.154,0.0,40.605286682495965,-0.6159389491856526,-0.7847013427426182,10.00450005531311,11.841999988555909,25.729699969291687,10.136310411221174,11.965823968244067,11.27866597687634,8.730334133749881,0.30840199540629404,60.13937164600764,48.0059184741421,757986773.0,-3.3980618930916306,-15.000057220458984,40.91084177280332,3127832320.0,4.8536587,0.0,2.05,-53.800000000000004,0.0,5.154,1.9305394,0.0,0.0,13.686,0.0,0.0,4.434,3.3419999999999996,-6.4,Steel,Basic Materials,58.6,9.1,1.886,0.0,none,9.95,9.949999809265137,9.960000038146973,9.800000190734863,9.949999809265137,76694.0,0.0,0.0,10.00450005531311,11.841999988555909,25.729699969291687,10.136310411221174,11.965823968244067,40.605286682495965,-0.6159389491856526,0.16876239355696554,-0.7847013427426182,8.730334133749881,10.00450005531311,11.27866597687634,25.47185595519199,0.47861336379915514,0.30840199540629404,60.13937164600764,48.0059184741421,757986773.0,-3.3980618930916306,-15.000057220458984,40.91084177280332,28.56706988583157,42.59373642482325,0.6536333262457118,,,,,,,,,,,,,,,,,,
KALYANI,Kalyani Commercials Limited,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No price data available,,,,,,,,,,,,,,,,
KANSAINER,Kansai Nerolac Paints Limited,249.5800018310547,"{'daily': 1.9359604492979299, 'weekly': 4.191370471038208, 'monthly': 9.431312235746041}",315169.0,201771696128.0,17.576057,3.5741086,1.0,0.0,5.164,0.2,14.795999000000002,Basic Materials,Specialty Chemicals,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,3.403,69.83,0.0,61.771511894471054,2.6305292892796217,1.2801068439885799,237.01100006103516,236.12100036621095,268.57399993896485,238.83186523850813,239.58280417701795,251.09899210532416,222.92300801674617,7.849593167848051,85.69768264652596,71.52861163190454,27204836.0,5.174883531973018,-3.881610043360313,13.699277127682977,201771696128.0,17.576057,27.426373,14.2,3.403,1.0,69.83,3.5741086,0.0,0.0,5.164,0.0,0.0,9.453,14.795999000000002,0.2,Specialty Chemicals,Basic Materials,320.5,218.2,0.156,284.0,hold,249.58,247.6999969482422,250.58999633789062,244.3000030517578,249.5800018310547,315169.0,0.0,0.0,237.01100006103516,236.12100036621095,268.57399993896485,238.83186523850813,239.58280417701795,61.771511894471054,2.6305292892796217,1.3504224452910418,1.2801068439885799,222.92300801674617,237.01100006103516,251.09899210532416,11.88804911220243,0.9460891846938102,7.849593167848051,85.69768264652596,71.52861163190454,27204836.0,5.174883531973018,-3.881610043360313,13.699277127682977,26.857258592726925,20.880368632319733,7.22698743089565,,,,,,,,,,,,,,,,,,
KAPSTON,Kapston Services Limited,220.2100067138672,"{'daily': 2.628512465456697, 'weekly': -0.9535353302423185, 'monthly': 2.4661499983456805}",950.0,4467642880.0,30.669918,5.665878,0.0,0.0,163.319,33.2,2.253,Industrials,Specialty Business Services,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18,68.30000000000001,38.866,0.0,48.595438157222205,-1.5994699870659872,-1.3552905902413928,220.0875,225.9652001953125,234.09210006713866,221.278813064351,227.10795170286892,238.29601044141717,201.87898955858284,12.95231459805535,43.450577236045085,39.76695590961515,555490.0,-0.30784221905028053,-54.19950934068667,20.971071660533198,4467642880.0,30.669918,0.0,7.18,68.30000000000001,0.0,38.866,5.665878,0.0,0.0,163.319,0.0,0.0,3.848,2.253,33.2,Specialty Business Services,Industrials,319.0,129.525,-0.24,0.0,none,220.21,221.72999572753906,224.0399932861328,217.80999755859375,220.2100067138672,950.0,0.0,0.0,220.0875,225.9652001953125,234.09210006713866,221.278813064351,227.10795170286892,48.595438157222205,-1.5994699870659872,-0.24417939682459444,-1.3552905902413928,201.87898955858284,220.0875,238.29601044141717,16.54661027220279,0.503363996035297,12.95231459805535,43.450577236045085,39.76695590961515,555490.0,-0.30784221905028053,-54.19950934068667,20.971071660533198,20.672423191361833,22.753734074976837,9.340768768306072,,,,,,,,,,,,,,,,,,
KANANIIND,Kanani Industries Limited,2.180000066757202,"{'daily': 2.830197379104905, 'weekly': -14.509799705015439, 'monthly': -3.1111081441243487}",716279.0,433331680.0,109.00001,0.5944914,0.0,0.0,0.0,-6.0,0.559,Consumer Cyclical,Luxury Goods,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,3.667,0.0,46.98102224995731,-0.01766487212081591,-0.037606012701755134,2.2005000054836272,2.342399995326996,2.7237999874353407,2.2478205036898933,2.340557857046247,2.60037371871228,1.8006262922549743,0.23747412827060796,54.46427966385679,64.48412079642829,-87086797.0,-1.3574647453366007,-48.214282103034925,30.79612687486753,433331680.0,109.00001,0.0,0.02,0.0,0.0,3.667,0.5944914,0.0,0.0,0.0,0.0,0.0,1.982,0.559,-6.0,Luxury Goods,Consumer Cyclical,4.15,1.6,-0.01,0.0,none,2.18,2.1700000762939453,2.2799999713897705,2.1500000953674316,2.180000066757202,716279.0,0.0,0.0,2.2005000054836272,2.342399995326996,2.7237999874353407,2.2478205036898933,2.340557857046247,46.98102224995731,-0.01766487212081591,0.019941140580939223,-0.037606012701755134,1.8006262922549743,2.2005000054836272,2.60037371871228,36.34389568117892,0.4743669838148339,0.23747412827060796,54.46427966385679,64.48412079642829,-87086797.0,-1.3574647453366007,-48.214282103034925,30.79612687486753,21.174710922683335,23.87982156127884,0.20513088667026702,,,,,,,,,,,,,,,,,,
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,947.7999877929688,"{'daily': 2.36526220989844, 'weekly': 6.14255835557573, 'monthly': 12.33850587646939}",362.0,328228832.0,1.6641791,0.4321502,0.0,0.0,0.0,-12.4,125.80151,Industrials,Engineering & Construction,-0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.53,0.0,2193.219,0.0,60.35327440851515,8.968558919257703,3.3363277869327828,896.6875030517579,900.8070007324219,938.0934976196289,901.7751382981918,906.8544384755659,961.4464797956007,831.928526307915,55.17643291876039,83.84450635028223,70.79667340499817,34648.0,3.218076536125092,-2.425124192601164,14.690480236054691,328228832.0,1.6641791,0.0,569.53,0.0,0.0,2193.219,0.4321502,0.0,0.0,0.0,0.0,0.0,-598.172,125.80151,-12.4,Engineering & Construction,Industrials,1287.0,664.1,-0.153,0.0,none,947.8,883.0,949.0,883.0,947.7999877929688,362.0,0.0,0.0,896.6875030517579,900.8070007324219,938.0934976196289,901.7751382981918,906.8544384755659,60.35327440851515,8.968558919257703,5.63223113232492,3.3363277869327828,831.928526307915,896.6875030517579,961.4464797956007,14.444045784834554,0.8946362906828248,55.17643291876039,83.84450635028223,70.79667340499817,34648.0,3.218076536125092,-2.425124192601164,14.690480236054691,18.86523269399665,17.305857122336466,33.22065412118381,,,,,,,,,,,,,,,,,,
KANORICHEM,Kanoria Chemicals & Industries Limited,83.98999786376953,"{'daily': 1.3759799766375689, 'weekly': 7.72091387561494, 'monthly': 6.979996915590679}",34738.0,3669800192.0,0.0,0.64392227,0.0,0.0,93.926,1.6,-4.851,Basic Materials,Chemicals,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.93,0.0,130.435,0.0,52.265713915071274,-1.8950404468962176,-2.91221477966769,80.15599937438965,88.06379974365234,116.15884983062745,81.16564485772317,88.05102525766554,86.7226214581243,73.58937729065501,4.902105382292367,53.279126982583044,35.9234616576185,7335012.0,-0.23756333511917305,-28.3757346343289,16.524695228284195,3669800192.0,0.0,0.0,-13.93,0.0,0.0,130.435,0.64392227,0.0,0.0,93.926,0.0,0.0,-4.713,-4.851,1.6,Chemicals,Basic Materials,176.9,73.01,0.246,0.0,none,83.99,83.0,85.69999694824219,83.0,83.98999786376953,34738.0,0.0,0.0,80.15599937438965,88.06379974365234,116.15884983062745,81.16564485772317,88.05102525766554,52.265713915071274,-1.8950404468962176,1.0171743327714724,-2.91221477966769,73.58937729065501,80.15599937438965,86.7226214581243,16.384605357020153,0.791930800987969,4.902105382292367,53.279126982583044,35.9234616576185,7335012.0,-0.23756333511917305,-28.3757346343289,16.524695228284195,26.184115131399256,21.463850558880054,3.3686060521183436,,,,,,,,,,,,,,,,,,
KANPRPLA,Kanpur Plastipack Limited,113.29000091552734,"{'daily': 4.810810207987649, 'weekly': 0.3010216701829204, 'monthly': -5.093408470436497}",31803.0,2431973888.0,22.612774,1.3575143,0.0,0.0,123.78,29.9,1.9019998999999999,Consumer Cyclical,Packaging & Containers,0.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,0.0,83.454,0.0,47.15691939495823,-2.9108863147257864,-2.8008405343733616,114.29700012207032,120.37140029907226,120.41159996032715,114.01438313769394,118.22018610860528,122.00569546685605,106.58830477728458,5.61529129468101,34.59104037829625,24.779324174055244,1170757.0,-3.476187897740768,-45.02812951936717,13.328294397471565,2431973888.0,22.612774,0.0,5.01,0.0,0.0,83.454,1.3575143,0.0,0.0,123.78,0.0,0.0,6.880999999999999,1.9019998999999999,29.9,Packaging & Containers,Consumer Cyclical,157.8,89.7,0.468,0.0,none,113.29,110.08999633789062,116.0,110.08999633789062,113.29000091552734,31803.0,0.0,0.0,114.29700012207032,120.37140029907226,120.41159996032715,114.01438313769394,118.22018610860528,47.15691939495823,-2.9108863147257864,-0.11004578035242485,-2.8008405343733616,106.58830477728458,114.29700012207032,122.00569546685605,13.488884811592213,0.43468420001679536,5.61529129468101,34.59104037829625,24.779324174055244,1170757.0,-3.476187897740768,-45.02812951936717,13.328294397471565,27.187981806841563,20.92475871462968,3.9544772732851396,,,,,,,,,,,,,,,,,,
KARMAENG,Karma Energy Limited,55.33000183105469,"{'daily': 5.170122009403544, 'weekly': 7.374351138709, 'monthly': -5.451125430204566}",2982.0,643404928.0,0.0,1.555131,0.0,0.0,2.406,-37.5,-5.508,Utilities,Utilities - Renewable,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,0.0,35.579,0.0,52.8734547033748,-0.8078547923000912,-0.9932408063725566,54.2254997253418,55.62580001831055,69.98475006103516,53.53677643455643,56.2448077615217,59.040548537907064,49.41045091277653,3.7952916725909804,50.168608649616864,37.82533893819113,-383312.0,-0.2343982249620402,-35.09726737023348,15.341581616382923,643404928.0,0.0,0.0,-0.42,0.0,0.0,35.579,1.555131,0.0,0.0,2.406,0.0,0.0,-195.98,-5.508,-37.5,Utilities - Renewable,Utilities,101.53,44.91,0.08,0.0,none,55.33,55.0,56.0,53.529998779296875,55.33000183105469,2982.0,0.0,0.0,54.2254997253418,55.62580001831055,69.98475006103516,53.53677643455643,56.2448077615217,52.8734547033748,-0.8078547923000912,0.18538601407246547,-0.9932408063725566,49.41045091277653,54.2254997253418,59.040548537907064,17.759352470531482,0.6146927215805789,3.7952916725909804,50.168608649616864,37.82533893819113,-383312.0,-0.2343982249620402,-35.09726737023348,15.341581616382923,23.89807828751402,20.868291483786535,2.4700679229633367,,,,,,,,,,,,,,,,,,
KARURVYSYA,Karur Vysya Bank Limited,209.5,"{'daily': 2.736368125323207, 'weekly': -3.411707747680263, 'monthly': 8.616753782894842}",1882794.0,168646459392.0,8.945346,1.5467418,1.15,0.0,0.0,15.7,35.144999999999996,Financial Services,Banks - Regional,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.42,20.3,135.446,0.0,50.54859244512291,0.0690991265512082,-0.3695743162940744,206.22550048828126,213.60560119628906,216.83224380493164,208.54845884737495,211.49289688616668,221.41348689217742,191.0375140843851,7.406979338540467,49.01680360413257,51.15448744741415,99795881.0,2.8372269510420045,-43.76258294284475,17.769727011808243,168646459392.0,8.945346,18.789238,23.42,20.3,1.15,135.446,1.5467418,0.0,0.0,0.0,0.0,0.0,47.744,35.144999999999996,15.7,Banks - Regional,Financial Services,246.0,164.1,0.321,266.875,strong_buy,209.5,207.5,210.14999389648438,203.92999267578125,209.5,1882794.0,0.0,0.0,206.22550048828126,213.60560119628906,216.83224380493164,208.54845884737495,211.49289688616668,50.54859244512291,0.0690991265512082,0.4386734428452826,-0.3695743162940744,191.0375140843851,206.22550048828126,221.41348689217742,14.729494042138807,0.6077990006258742,7.406979338540467,49.01680360413257,51.15448744741415,99795881.0,2.8372269510420045,-43.76258294284475,17.769727011808243,18.931782005031835,25.32088707680941,7.791272631080776,,,,,,,,,,,,,,,,,,
KAYA,Kaya Limited,260.19000244140625,"{'daily': 5.893124143047713, 'weekly': 9.254675250800934, 'monthly': 17.334837628593576}",157225.0,3407838464.0,0.0,-2.4500923,0.0,0.0,0.0,-43.2,-1.822,Consumer Defensive,Household & Personal Products,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.96,0.0,-106.196,0.0,59.68984554486614,-0.9484473908297844,-4.609636642460147,234.10400009155273,251.46559844970704,394.0869002532959,240.8212836617363,257.4709720187212,259.98475751215665,208.22324267094882,18.350923626173703,67.69450377981649,58.746195479406275,9261321.0,19.90322693152362,-17.35584888574883,19.190345299317148,3407838464.0,0.0,16.572613,-104.96,0.0,0.0,-106.196,-2.4500923,0.0,0.0,0.0,0.0,0.0,-8.5080005,-1.822,-43.2,Household & Personal Products,Consumer Defensive,699.45,204.43,0.32,0.0,none,260.19,249.14999389648438,269.8999938964844,246.22000122070312,260.19000244140625,157225.0,0.0,0.0,234.10400009155273,251.46559844970704,394.0869002532959,240.8212836617363,257.4709720187212,59.68984554486614,-0.9484473908297844,3.661189251630363,-4.609636642460147,208.22324267094882,234.10400009155273,259.98475751215665,22.110478599667275,1.003965203295909,18.350923626173703,67.69450377981649,58.746195479406275,9261321.0,19.90322693152362,-17.35584888574883,19.190345299317148,26.19601573957091,19.945003190697,13.276548424550638,,,,,,,,,,,,,,,,,,
KAVVERITEL,Kavveri Telecom Products Limited,45.38999938964844,"{'daily': -2.0077726927958057, 'weekly': -7.800122259382524, 'monthly': -4.321246408945691}",9481.0,913441984.0,40.16814,1.433127,0.0,0.0,9.191,8.536,25.230999999999998,Technology,Communication Equipment,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,31.672,0.0,44.88442725573209,-0.1230552125198372,-0.3025589844856634,46.11599998474121,48.238199920654296,44.1318000125885,46.98954199172708,48.08710246084029,51.0452618745877,41.186738094894714,2.0023246752251023,45.83770143422522,55.834223783710314,208326.0,-0.6565971680401295,-63.949834138392596,19.251178904675495,913441984.0,40.16814,0.0,1.13,0.0,0.0,31.672,1.433127,0.0,0.0,9.191,0.0,0.0,30.313997999999998,25.230999999999998,8.536,Communication Equipment,Technology,65.94,12.3,0.185,0.0,none,45.39,45.38999938964844,46.0,45.38999938964844,45.38999938964844,9481.0,0.0,0.0,46.11599998474121,48.238199920654296,44.1318000125885,46.98954199172708,48.08710246084029,44.88442725573209,-0.1230552125198372,0.17950377196582618,-0.3025589844856634,41.186738094894714,46.11599998474121,51.0452618745877,21.37766454799844,0.426358082475977,2.0023246752251023,45.83770143422522,55.834223783710314,208326.0,-0.6565971680401295,-63.949834138392596,19.251178904675495,27.559994468424726,30.425937275875448,2.528657995370093,,,,,,,,,,,,,,,,,,
KCPSUGIND,KCP Sugar and Industries Corporation Limited,34.84000015258789,"{'daily': 1.1320736749242404, 'weekly': -1.0508348239291274, 'monthly': 2.440464192934633}",91634.0,3950333440.0,8.15925,0.7688233,56.99999999999999,0.0,14.6,1.7000000000000002,15.122,Consumer Defensive,Confectioners,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,45.316,0.0,47.0037042992487,-0.48219417604741466,-0.48989752442410955,35.38200054168701,36.401400299072264,45.48228303909302,35.272794338588405,36.915690643405746,37.5056360027914,33.25836508058263,1.9598355626788406,53.73649101801806,47.223373758761596,45302708.0,-5.119828446670283,-44.98524758402463,12.796225256586958,3950333440.0,8.15925,0.0,4.27,0.0,56.99999999999999,45.316,0.7688233,0.0,0.0,14.6,0.0,0.0,-40.883,15.122,1.7000000000000002,Confectioners,Consumer Defensive,61.4,31.05,0.35,0.0,none,34.84,35.900001525878906,35.900001525878906,34.65999984741211,34.84000015258789,91634.0,0.0,0.0,35.38200054168701,36.401400299072264,45.48228303909302,35.272794338588405,36.915690643405746,47.0037042992487,-0.48219417604741466,0.007703348376694896,-0.48989752442410955,33.25836508058263,35.38200054168701,37.5056360027914,12.004044025731792,0.37238855278455885,1.9598355626788406,53.73649101801806,47.223373758761596,45302708.0,-5.119828446670283,-44.98524758402463,12.796225256586958,20.70094287329281,24.43124384377757,1.0894020054069193,,,,,,,,,,,,,,,,,,
KCP,KCP Limited,200.27000427246094,"{'daily': 2.6657080806889306, 'weekly': 0.32059278364699345, 'monthly': 7.239627455133032}",116937.0,25819009024.0,15.621686,1.7381381,50.0,0.0,23.542,-22.7,6.553000000000001,Basic Materials,Building Materials,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82,-77.2,115.221,0.0,52.13113421875191,0.8332975463504226,0.9531457767014084,198.02500228881837,196.45380096435548,226.6161582183838,198.00915501421537,200.86007557595204,209.62229621277802,186.42770836485872,9.886750358474197,62.93401608567811,58.67303553393814,52530753.0,2.48183714510255,-29.583852542734235,16.089298066916747,25819009024.0,15.621686,51.35128,12.82,-77.2,50.0,115.221,1.7381381,0.0,0.0,23.542,0.0,0.0,4.54,6.553000000000001,-22.7,Building Materials,Basic Materials,281.79,152.85,0.419,0.0,none,200.27,204.97999572753906,204.97999572753906,198.16000366210938,200.27000427246094,116937.0,0.0,0.0,198.02500228881837,196.45380096435548,226.6161582183838,198.00915501421537,200.86007557595204,52.13113421875191,0.8332975463504226,-0.1198482303509858,0.9531457767014084,186.42770836485872,198.02500228881837,209.62229621277802,11.712959262633984,0.596789906264446,9.886750358474197,62.93401608567811,58.67303553393814,52530753.0,2.48183714510255,-29.583852542734235,16.089298066916747,24.188719059882505,26.920877362332867,5.949286254374759,,,,,,,,,,,,,,,,,,
KAYNES,Kaynes Technology India Limited,5091.14990234375,"{'daily': 5.329418503279588, 'weekly': 9.492981393488897, 'monthly': 17.573083753840947}",987632.0,326262784000.0,126.58254,12.572386,0.0,0.0,26.848,29.799999999999997,10.89,Industrials,Specialty Industrial Machinery,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.22,37.3,404.947,0.0,60.05297369998227,94.35223322219099,71.04406555548216,4715.7224609375,4470.1519775390625,5188.830247802734,4727.389298333257,4803.81236508606,5220.20828382436,4211.23663805064,293.58535667472916,81.75197872168393,67.10069639691578,32110422.0,9.654526468979485,-4.924786726514584,21.4956544577789,326262784000.0,126.58254,73.20129,40.22,37.3,0.0,404.947,12.572386,0.0,0.0,26.848,0.0,0.0,12.581000000000001,10.89,29.799999999999997,Specialty Industrial Machinery,Industrials,7822.0,2424.0,-0.346,5480.1055,buy,5091.15,5046.0,5152.85009765625,4926.60009765625,5091.14990234375,987632.0,0.0,0.0,4715.7224609375,4470.1519775390625,5188.830247802734,4727.389298333257,4803.81236508606,60.05297369998227,94.35223322219099,23.308167666708826,71.04406555548216,4211.23663805064,4715.7224609375,5220.20828382436,21.395908137756116,0.8720891890062555,293.58535667472916,81.75197872168393,67.10069639691578,32110422.0,9.654526468979485,-4.924786726514584,21.4956544577789,27.934356171607067,28.616604524879815,258.7957666078759,,,,,,,,,,,,,,,,,,
KDDL,KDDL Limited,2601.35009765625,"{'daily': 1.387512331920491, 'weekly': -8.035628746391165, 'monthly': -7.9689376713307265}",21337.0,32080889856.0,32.468174,3.823058,31.0,0.0,24.438,26.8,6.337,Consumer Cyclical,Luxury Goods,0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.12,26.5,680.437,0.0,37.2981355768261,-35.3946540643733,53.877171321754716,3002.122509765625,2727.5,2929.9001733398436,2900.264971599152,2841.786812791875,3464.9593222965673,2539.285697234683,173.96455977586245,6.825664448000398,9.903413086598368,919670.0,-17.516961843448254,-92.79566896366646,28.64845513068691,32080889856.0,32.468174,176.9626,80.12,26.5,31.0,680.437,3.823058,0.0,0.0,24.438,0.0,0.0,11.429,6.337,26.8,Luxury Goods,Consumer Cyclical,3815.25,2050.0,0.407,3115.0,strong_buy,2601.35,2619.199951171875,2689.199951171875,2543.14990234375,2601.35009765625,21337.0,0.0,0.0,3002.122509765625,2727.5,2929.9001733398436,2900.264971599152,2841.786812791875,37.2981355768261,-35.3946540643733,-89.27182538612801,53.877171321754716,2539.285697234683,3002.122509765625,3464.9593222965673,30.833972366242687,0.06704782197658242,173.96455977586245,6.825664448000398,9.903413086598368,919670.0,-17.516961843448254,-92.79566896366646,28.64845513068691,15.576911285098939,29.775731565103435,237.43027510241905,,,,,,,,,,,,,,,,,,
